,time,temp,dwpt,rhum,prcp,wdir,wspd,pres,HOUR,COST,USAGE,feel
0,2022-10-22 00:00:00,21.4,5.8,36.0,0.0,190.0,14.8,1007.0,2022-10-22 00:00:00,0.03,0.24,21.4
1,2022-10-22 01:00:00,19.6,6.1,41.0,0.0,180.0,16.6,1007.0,2022-10-22 01:00:00,0.03,0.29000000000000004,19.6
2,2022-10-22 02:00:00,17.5,5.5,45.0,0.0,180.0,9.4,1008.0,2022-10-22 02:00:00,0.02,0.2,17.5
3,2022-10-22 03:00:00,14.0,5.2,55.0,0.0,160.0,11.2,1008.0,2022-10-22 03:00:00,0.02,0.09,14.0
4,2022-10-22 04:00:00,14.2,5.4,55.0,0.0,170.0,11.2,1009.0,2022-10-22 04:00:00,0.02,0.09,14.2
5,2022-10-22 05:00:00,13.7,5.9,59.0,0.0,170.0,9.4,1008.0,2022-10-22 05:00:00,0.02,0.09,13.7
6,2022-10-22 06:00:00,12.7,6.1,64.0,0.0,170.0,9.4,1008.0,2022-10-22 06:00:00,0.02,0.09,12.7
7,2022-10-22 07:00:00,12.6,6.5,66.0,0.0,170.0,9.4,1008.0,2022-10-22 07:00:00,0.02,0.1,12.6
8,2022-10-22 08:00:00,11.9,6.6,70.0,0.0,170.0,13.0,1008.0,2022-10-22 08:00:00,0.01,0.1,11.9
9,2022-10-22 09:00:00,11.5,7.3,75.0,0.0,170.0,11.2,1008.0,2022-10-22 09:00:00,0.02,0.09,11.5
10,2022-10-22 10:00:00,11.2,8.1,81.0,0.0,160.0,13.0,1008.0,2022-10-22 10:00:00,0.02,0.1,11.2
11,2022-10-22 11:00:00,11.0,8.6,85.0,0.0,170.0,11.2,1009.0,2022-10-22 11:00:00,0.02,0.13,11.0
12,2022-10-22 12:00:00,11.0,8.6,85.0,0.0,170.0,11.2,1009.0,2022-10-22 12:00:00,0.04,0.24,11.0
13,2022-10-22 13:00:00,12.6,9.4,81.0,0.0,170.0,11.2,1010.0,2022-10-22 13:00:00,0.02,0.19,12.6
14,2022-10-22 14:00:00,14.3,9.8,74.0,0.0,170.0,13.0,1010.0,2022-10-22 14:00:00,0.04,0.24,14.3
15,2022-10-22 15:00:00,18.4,11.0,62.0,0.0,190.0,16.6,1010.0,2022-10-22 15:00:00,0.04,0.28,18.4
16,2022-10-22 16:00:00,24.2,11.6,45.0,0.0,170.0,20.5,1010.0,2022-10-22 16:00:00,0.04,0.3,24.2
17,2022-10-22 17:00:00,24.2,11.6,45.0,0.0,170.0,20.5,1010.0,2022-10-22 17:00:00,0.03,0.26,24.2
18,2022-10-22 18:00:00,25.8,12.0,42.0,0.0,180.0,18.4,1009.0,2022-10-22 18:00:00,0.03,0.25,25.8
19,2022-10-22 19:00:00,27.3,12.6,40.0,0.0,180.0,18.4,1009.0,2022-10-22 19:00:00,0.03,0.26,27.3
20,2022-10-22 20:00:00,27.9,12.8,39.0,0.0,200.0,20.5,1008.0,2022-10-22 20:00:00,0.05,0.4,27.9
21,2022-10-22 21:00:00,26.9,13.4,43.0,0.0,170.0,25.9,1008.0,2022-10-22 21:00:00,0.04,0.35,26.9
22,2022-10-22 22:00:00,26.9,13.4,43.0,0.0,170.0,25.9,1009.0,2022-10-22 22:00:00,0.05,0.41000000000000003,26.9
23,2022-10-22 23:00:00,24.3,12.4,47.0,0.0,170.0,18.4,1010.0,2022-10-22 23:00:00,0.05,0.41000000000000003,24.3
24,2022-10-23 00:00:00,21.8,13.2,58.0,0.0,150.0,14.8,1010.0,2022-10-23 00:00:00,0.04,0.25,21.8
25,2022-10-23 01:00:00,20.4,13.2,63.0,0.0,160.0,14.8,1011.0,2022-10-23 01:00:00,0.03,0.22999999999999998,20.4
26,2022-10-23 02:00:00,20.0,12.6,62.0,0.0,170.0,16.6,1012.0,2022-10-23 02:00:00,0.03,0.25,20.0
27,2022-10-23 03:00:00,18.4,12.2,67.0,0.0,170.0,13.0,1013.0,2022-10-23 03:00:00,0.04,0.26,18.4
28,2022-10-23 04:00:00,17.7,13.0,74.0,0.0,180.0,13.0,1013.0,2022-10-23 04:00:00,0.02,0.21000000000000002,17.7
29,2022-10-23 05:00:00,17.1,13.1,77.0,0.0,160.0,13.0,1013.0,2022-10-23 05:00:00,0.02,0.11,17.1
30,2022-10-23 06:00:00,16.4,13.0,80.0,0.0,180.0,18.4,1013.0,2022-10-23 06:00:00,0.02,0.1,16.4
31,2022-10-23 07:00:00,16.4,13.0,80.0,0.0,180.0,18.4,1012.0,2022-10-23 07:00:00,0.02,0.1,16.4
32,2022-10-23 08:00:00,16.5,12.5,77.0,0.0,170.0,16.6,1012.0,2022-10-23 08:00:00,0.02,0.11,16.5
33,2022-10-23 09:00:00,17.0,12.2,73.0,0.0,170.0,14.8,1012.0,2022-10-23 09:00:00,0.02,0.11,17.0
34,2022-10-23 10:00:00,17.0,12.4,74.0,0.0,170.0,22.3,1013.0,2022-10-23 10:00:00,0.02,0.1,17.0
35,2022-10-23 11:00:00,17.1,12.5,74.0,0.0,170.0,18.4,1013.0,2022-10-23 11:00:00,0.03,0.18000000000000002,17.1
36,2022-10-23 12:00:00,17.1,12.5,74.0,0.0,170.0,18.4,1013.0,2022-10-23 12:00:00,0.04,0.33999999999999997,17.1
37,2022-10-23 13:00:00,17.7,12.6,72.0,0.0,170.0,16.6,1013.0,2022-10-23 13:00:00,0.04,0.33,17.7
38,2022-10-23 14:00:00,18.9,12.9,68.0,0.0,170.0,20.5,1013.0,2022-10-23 14:00:00,0.04,0.30000000000000004,18.9
39,2022-10-23 15:00:00,22.6,14.0,58.0,0.0,170.0,27.7,1013.0,2022-10-23 15:00:00,0.03,0.25,22.6
40,2022-10-23 16:00:00,24.5,14.7,54.0,0.0,170.0,27.7,1012.0,2022-10-23 16:00:00,0.03,0.27,24.5
41,2022-10-23 17:00:00,24.5,14.7,54.0,0.0,170.0,27.7,1011.0,2022-10-23 17:00:00,0.05,0.39,24.5
42,2022-10-23 18:00:00,26.4,15.2,50.0,0.0,170.0,35.3,1011.0,2022-10-23 18:00:00,0.06,0.41000000000000003,26.4
43,2022-10-23 19:00:00,26.8,15.3,49.0,0.0,170.0,37.1,1010.0,2022-10-23 19:00:00,0.04,0.29000000000000004,26.8
44,2022-10-23 20:00:00,26.7,15.5,50.0,0.0,180.0,37.1,1010.0,2022-10-23 20:00:00,0.04,0.27,26.7
45,2022-10-23 21:00:00,26.7,15.5,50.0,0.0,180.0,40.7,1010.0,2022-10-23 21:00:00,0.04,0.28,26.7
46,2022-10-23 22:00:00,24.8,15.2,55.0,0.0,170.0,27.7,1010.0,2022-10-23 22:00:00,0.04,0.29000000000000004,24.8
47,2022-10-23 23:00:00,24.1,14.3,54.0,0.0,160.0,27.7,1011.0,2022-10-23 23:00:00,0.04,0.35,24.1
48,2022-10-24 00:00:00,23.5,13.4,53.0,0.0,170.0,25.9,1011.0,2022-10-24 00:00:00,0.04,0.33999999999999997,23.5
49,2022-10-24 01:00:00,22.9,12.6,52.0,0.0,160.0,25.9,1012.0,2022-10-24 01:00:00,0.05,0.35,22.9
50,2022-10-24 02:00:00,22.1,12.1,53.0,0.0,160.0,22.3,1011.0,2022-10-24 02:00:00,0.05,0.36,22.1
51,2022-10-24 03:00:00,21.7,11.5,52.0,0.0,170.0,18.4,1012.0,2022-10-24 03:00:00,0.02,0.22999999999999998,21.7
52,2022-10-24 04:00:00,21.3,11.1,52.0,0.0,160.0,16.6,1013.0,2022-10-24 04:00:00,0.03,0.31,21.3
53,2022-10-24 05:00:00,20.4,10.9,54.0,0.0,190.0,9.4,1013.0,2022-10-24 05:00:00,0.04,0.25,20.4
54,2022-10-24 06:00:00,18.4,11.5,64.0,0.1,160.0,11.2,1013.0,2022-10-24 06:00:00,0.02,0.2,18.4
55,2022-10-24 07:00:00,18.4,11.5,64.0,0.0,160.0,11.2,1013.0,2022-10-24 07:00:00,0.02,0.16,18.4
56,2022-10-24 08:00:00,16.6,13.4,81.0,1.5,140.0,13.0,1013.0,2022-10-24 08:00:00,0.02,0.16999999999999998,16.6
57,2022-10-24 09:00:00,17.1,12.7,75.0,0.0,140.0,14.8,1013.0,2022-10-24 09:00:00,0.02,0.16999999999999998,17.1
58,2022-10-24 10:00:00,18.0,11.8,67.0,0.0,150.0,20.5,1013.0,2022-10-24 10:00:00,0.02,0.16999999999999998,18.0
59,2022-10-24 11:00:00,18.1,11.5,65.0,0.0,160.0,18.4,1013.0,2022-10-24 11:00:00,0.02,0.17,18.1
60,2022-10-24 12:00:00,17.7,11.1,65.0,0.0,160.0,20.5,1013.0,2022-10-24 12:00:00,0.03,0.21,17.7
61,2022-10-24 13:00:00,17.4,10.6,64.0,0.0,170.0,20.5,1013.0,2022-10-24 13:00:00,0.02,0.18,17.4
62,2022-10-24 14:00:00,19.0,11.6,62.0,0.0,190.0,18.4,1013.0,2022-10-24 14:00:00,0.02,0.16999999999999998,19.0
63,2022-10-24 15:00:00,21.0,12.5,58.0,0.0,190.0,16.6,1013.0,2022-10-24 15:00:00,0.04,0.38,21.0
64,2022-10-24 16:00:00,23.5,14.0,55.0,0.0,180.0,22.3,1012.0,2022-10-24 16:00:00,0.06,0.41000000000000003,23.5
65,2022-10-24 17:00:00,23.5,14.0,55.0,0.0,180.0,22.3,1011.0,2022-10-24 17:00:00,0.05,0.4,23.5
66,2022-10-24 18:00:00,24.4,14.3,53.0,0.0,180.0,27.7,1010.0,2022-10-24 18:00:00,0.05,0.43000000000000005,24.4
67,2022-10-24 19:00:00,24.9,15.0,54.0,0.0,180.0,25.9,1010.0,2022-10-24 19:00:00,0.05,0.39,24.9
68,2022-10-24 20:00:00,25.2,15.0,53.0,0.0,170.0,24.1,1009.0,2022-10-24 20:00:00,0.06,0.48,25.2
69,2022-10-24 21:00:00,25.2,15.0,53.0,0.0,170.0,24.1,1009.0,2022-10-24 21:00:00,0.05,0.42000000000000004,25.2
70,2022-10-24 22:00:00,24.8,14.9,54.0,0.0,170.0,27.7,1008.0,2022-10-24 22:00:00,0.05,0.38,24.8
71,2022-10-24 23:00:00,24.1,14.8,56.0,0.0,160.0,24.1,1008.0,2022-10-24 23:00:00,0.05,0.4,24.1
72,2022-10-25 00:00:00,23.0,14.1,57.0,0.0,170.0,27.7,1008.0,2022-10-25 00:00:00,0.06,0.46,23.0
73,2022-10-25 01:00:00,22.7,13.0,54.0,0.0,170.0,25.9,1008.0,2022-10-25 01:00:00,0.06,0.49,22.7
74,2022-10-25 02:00:00,22.0,12.6,55.0,0.0,160.0,22.3,1009.0,2022-10-25 02:00:00,0.04,0.29000000000000004,22.0
75,2022-10-25 03:00:00,21.1,12.0,56.0,0.0,180.0,24.1,1009.0,2022-10-25 03:00:00,0.02,0.21,21.1
76,2022-10-25 04:00:00,20.5,11.2,55.0,0.0,170.0,24.1,1008.0,2022-10-25 04:00:00,0.02,0.19,20.5
77,2022-10-25 05:00:00,19.4,11.5,60.0,0.0,190.0,18.4,1008.0,2022-10-25 05:00:00,0.02,0.18,19.4
78,2022-10-25 06:00:00,16.9,13.1,78.0,0.8,230.0,20.5,1008.0,2022-10-25 06:00:00,0.02,0.18,16.9
79,2022-10-25 07:00:00,17.6,13.2,75.0,0.0,220.0,27.7,1008.0,2022-10-25 07:00:00,0.02,0.18,17.6
80,2022-10-25 08:00:00,15.5,15.2,98.0,0.5,170.0,9.4,1007.0,2022-10-25 08:00:00,0.03,0.23,15.5
81,2022-10-25 09:00:00,15.5,15.0,97.0,0.0,210.0,14.8,1006.0,2022-10-25 09:00:00,0.04,0.29000000000000004,15.5
82,2022-10-25 10:00:00,15.8,15.5,98.0,0.0,170.0,13.0,1006.0,2022-10-25 10:00:00,0.04,0.32999999999999996,15.8
83,2022-10-25 11:00:00,15.8,15.5,98.0,0.0,170.0,13.0,1006.0,2022-10-25 11:00:00,0.05,0.39,15.8
84,2022-10-25 12:00:00,15.5,15.5,100.0,0.3,190.0,11.2,1006.0,2022-10-25 12:00:00,0.04,0.37,15.5
85,2022-10-25 13:00:00,15.7,15.7,100.0,0.6,190.0,9.4,1006.0,2022-10-25 13:00:00,0.04,0.26,15.7
86,2022-10-25 14:00:00,15.6,15.6,100.0,1.0,170.0,9.4,1006.0,2022-10-25 14:00:00,0.03,0.29000000000000004,15.6
87,2022-10-25 15:00:00,15.7,15.7,100.0,0.5,150.0,9.4,1006.0,2022-10-25 15:00:00,0.05,0.38,15.7
88,2022-10-25 16:00:00,15.7,15.7,100.0,2.0,150.0,9.4,1005.0,2022-10-25 16:00:00,0.03,0.24,15.7
89,2022-10-25 17:00:00,15.6,15.6,100.0,1.0,160.0,5.4,1004.0,2022-10-25 17:00:00,0.04,0.29000000000000004,15.6
90,2022-10-25 18:00:00,16.0,16.0,100.0,0.3,0.0,0.0,1003.0,2022-10-25 18:00:00,0.04,0.33,16.0
91,2022-10-25 19:00:00,15.8,15.8,100.0,1.8,90.0,5.4,1003.0,2022-10-25 19:00:00,0.04,0.29000000000000004,15.8
92,2022-10-25 20:00:00,13.0,13.0,100.0,6.4,350.0,9.4,1003.0,2022-10-25 20:00:00,0.04,0.29000000000000004,13.0
93,2022-10-25 21:00:00,13.0,13.0,100.0,3.3,350.0,9.4,1003.0,2022-10-25 21:00:00,0.04,0.27,13.0
94,2022-10-25 22:00:00,12.8,12.8,100.0,1.5,350.0,7.6,1004.0,2022-10-25 22:00:00,0.04,0.31000000000000005,12.8
95,2022-10-25 23:00:00,10.7,10.7,100.0,2.0,350.0,24.1,1004.0,2022-10-25 23:00:00,0.04,0.29000000000000004,10.7
96,2022-10-26 00:00:00,10.0,10.0,100.0,0.8,20.0,16.6,1004.0,2022-10-26 00:00:00,0.04,0.26,7.7408437030945025
97,2022-10-26 01:00:00,10.2,10.2,100.0,0.8,10.0,11.2,1003.0,2022-10-26 01:00:00,0.03,0.21,10.2
98,2022-10-26 02:00:00,10.2,10.1,99.0,0.8,20.0,13.0,1005.0,2022-10-26 02:00:00,0.02,0.19,10.2
99,2022-10-26 03:00:00,10.1,10.1,100.0,0.4,10.0,7.6,1006.0,2022-10-26 03:00:00,0.02,0.18,10.1
100,2022-10-26 04:00:00,9.3,9.3,100.0,1.8,330.0,18.4,1005.0,2022-10-26 04:00:00,0.02,0.18,6.6712088281991635
101,2022-10-26 05:00:00,8.2,7.8,97.0,2.7,340.0,14.8,1006.0,2022-10-26 05:00:00,0.02,0.16999999999999998,5.7357831293012715
102,2022-10-26 06:00:00,8.2,7.8,97.0,1.6,340.0,14.8,1006.0,2022-10-26 06:00:00,0.02,0.16,5.7357831293012715
103,2022-10-26 07:00:00,7.2,7.2,100.0,1.2,340.0,18.4,1007.0,2022-10-26 07:00:00,0.06,0.4,4.040306427105429
104,2022-10-26 08:00:00,7.2,6.6,96.0,1.1,340.0,20.5,1007.0,2022-10-26 08:00:00,0.09,0.77,3.8037693423159644
105,2022-10-26 09:00:00,7.1,6.1,93.0,0.0,350.0,14.8,1009.0,2022-10-26 09:00:00,0.02,0.16999999999999998,4.38146628675567
106,2022-10-26 10:00:00,5.6,5.2,97.0,0.0,320.0,11.2,1010.0,2022-10-26 10:00:00,0.04,0.32999999999999996,3.1484303015773603
107,2022-10-26 11:00:00,5.6,5.2,97.0,0.0,320.0,11.2,1011.0,2022-10-26 11:00:00,0.04,0.3,3.1484303015773603
108,2022-10-26 12:00:00,5.3,4.6,95.0,0.0,320.0,13.0,1013.0,2022-10-26 12:00:00,0.04,0.33,2.4580396358162044
109,2022-10-26 13:00:00,4.8,4.4,97.0,0.0,310.0,14.8,1013.0,2022-10-26 13:00:00,0.04,0.33,1.5497128887057698
110,2022-10-26 14:00:00,6.6,4.9,89.0,0.0,320.0,14.8,1015.0,2022-10-26 14:00:00,0.05,0.38,3.765867721962207
111,2022-10-26 15:00:00,10.1,4.7,69.0,0.0,330.0,20.5,1015.0,2022-10-26 15:00:00,0.05,0.4,10.1
112,2022-10-26 16:00:00,10.1,4.7,69.0,0.0,330.0,20.5,1016.0,2022-10-26 16:00:00,0.06,0.42,10.1
113,2022-10-26 17:00:00,11.6,4.6,62.0,0.0,330.0,16.6,1016.0,2022-10-26 17:00:00,0.05,0.42000000000000004,11.6
114,2022-10-26 18:00:00,12.4,4.9,60.0,0.0,320.0,18.4,1016.0,2022-10-26 18:00:00,0.06,0.44,12.4
115,2022-10-26 19:00:00,13.2,4.9,57.0,0.0,310.0,22.3,1016.0,2022-10-26 19:00:00,0.08,0.64,13.2
116,2022-10-26 20:00:00,13.5,3.9,52.0,0.0,320.0,13.0,1017.0,2022-10-26 20:00:00,0.09,0.72,13.5
117,2022-10-26 21:00:00,13.5,3.9,52.0,0.0,320.0,13.0,1018.0,2022-10-26 21:00:00,0.07,0.56,13.5
118,2022-10-26 22:00:00,13.2,3.9,53.0,0.0,310.0,13.0,1018.0,2022-10-26 22:00:00,0.09,0.75,13.2
119,2022-10-26 23:00:00,11.0,4.1,62.0,0.0,320.0,9.4,1019.0,2022-10-26 23:00:00,0.13,1.06,11.0
120,2022-10-27 00:00:00,7.6,3.3,74.0,0.0,0.0,0.0,1020.0,2022-10-27 00:00:00,0.12,0.98,7.6
121,2022-10-27 01:00:00,7.6,3.3,74.0,0.0,0.0,0.0,1020.0,2022-10-27 01:00:00,0.16,1.25,7.6
122,2022-10-27 02:00:00,7.5,3.2,74.0,0.0,320.0,5.4,1021.0,2022-10-27 02:00:00,0.19,1.48,6.797834189690989
123,2022-10-27 03:00:00,6.1,2.8,79.0,0.0,0.0,0.0,1021.0,2022-10-27 03:00:00,0.12000000000000001,0.95,6.1
124,2022-10-27 04:00:00,3.5,2.3,92.0,0.0,250.0,5.4,1022.0,2022-10-27 04:00:00,0.19,1.5299999999999998,2.2363698832790786
125,2022-10-27 05:00:00,3.5,2.6,94.0,0.0,0.0,0.0,1022.0,2022-10-27 05:00:00,0.12,0.95,3.5
126,2022-10-27 06:00:00,3.5,2.6,94.0,0.0,0.0,0.0,1023.0,2022-10-27 06:00:00,0.15000000000000002,1.27,3.5
127,2022-10-27 07:00:00,3.0,2.6,97.0,0.0,80.0,7.6,1023.0,2022-10-27 07:00:00,0.19,1.54,0.9172902473543034
128,2022-10-27 08:00:00,4.6,4.6,100.0,0.0,130.0,5.4,1024.0,2022-10-27 08:00:00,0.12,0.97,3.4907725675423507
129,2022-10-27 09:00:00,2.1,2.1,100.0,0.0,0.0,0.0,1025.0,2022-10-27 09:00:00,0.16,1.28,2.1
130,2022-10-27 10:00:00,1.1,1.1,100.0,0.0,0.0,0.0,1025.0,2022-10-27 10:00:00,0.16999999999999998,1.3199999999999998,1.1
131,2022-10-27 11:00:00,1.1,1.1,100.0,0.0,0.0,0.0,1026.0,2022-10-27 11:00:00,0.13,0.96,1.1
132,2022-10-27 12:00:00,1.0,1.0,100.0,0.0,0.0,0.0,1026.0,2022-10-27 12:00:00,0.15,1.18,1.0
133,2022-10-27 13:00:00,1.5,1.5,100.0,0.0,0.0,0.0,1027.0,2022-10-27 13:00:00,0.1,0.78,1.5
134,2022-10-27 14:00:00,8.2,6.3,88.0,0.0,140.0,11.2,1027.0,2022-10-27 14:00:00,0.15,1.23,6.2804046774857785
135,2022-10-27 15:00:00,10.0,4.6,69.0,0.0,140.0,14.8,1028.0,2022-10-27 15:00:00,0.08,0.5900000000000001,7.951937962557704
136,2022-10-27 16:00:00,10.0,4.6,69.0,0.0,140.0,14.8,1028.0,2022-10-27 16:00:00,0.11000000000000001,0.8500000000000001,7.951937962557704
137,2022-10-27 17:00:00,11.0,4.5,64.0,0.0,120.0,20.5,1027.0,2022-10-27 17:00:00,0.11,0.94,11.0
138,2022-10-27 18:00:00,12.8,4.0,55.0,0.0,90.0,20.5,1026.0,2022-10-27 18:00:00,0.07,0.6100000000000001,12.8
139,2022-10-27 19:00:00,13.7,3.0,48.0,0.0,110.0,14.8,1026.0,2022-10-27 19:00:00,0.12,0.94,13.7
140,2022-10-27 20:00:00,13.8,2.5,46.0,0.0,80.0,16.6,1026.0,2022-10-27 20:00:00,0.09,0.78,13.8
141,2022-10-27 21:00:00,13.8,2.5,46.0,0.0,80.0,16.6,1026.0,2022-10-27 21:00:00,0.1,0.74,13.8
142,2022-10-27 22:00:00,12.3,2.2,50.0,0.0,90.0,13.0,1026.0,2022-10-27 22:00:00,0.15,1.13,12.3
143,2022-10-27 23:00:00,10.8,3.6,61.0,0.0,70.0,13.0,1026.0,2022-10-27 23:00:00,0.2,1.57,10.8
144,2022-10-28 00:00:00,7.7,4.0,77.0,0.0,70.0,7.6,1027.0,2022-10-28 00:00:00,0.14,1.18,6.414070083242578
145,2022-10-28 01:00:00,7.7,4.0,77.0,0.0,70.0,7.6,1027.0,2022-10-28 01:00:00,0.12,0.99,6.414070083242578
146,2022-10-28 02:00:00,6.8,4.5,85.0,0.0,60.0,5.4,1027.0,2022-10-28 02:00:00,0.16,1.29,5.999577936068899
147,2022-10-28 03:00:00,7.5,5.2,85.0,0.0,70.0,5.4,1027.0,2022-10-28 03:00:00,0.11000000000000001,0.8899999999999999,6.797834189690989
148,2022-10-28 04:00:00,8.2,3.7,73.0,0.0,110.0,11.2,1028.0,2022-10-28 04:00:00,0.16999999999999998,1.3599999999999999,6.2804046774857785
149,2022-10-28 05:00:00,8.1,3.4,72.0,0.0,100.0,13.0,1028.0,2022-10-28 05:00:00,0.08,0.64,5.870335773228301
150,2022-10-28 06:00:00,8.1,3.4,72.0,0.0,100.0,13.0,1028.0,2022-10-28 06:00:00,0.1,0.7799999999999999,5.870335773228301
151,2022-10-28 07:00:00,7.6,3.5,75.0,0.0,90.0,11.2,1028.0,2022-10-28 07:00:00,0.14,1.1099999999999999,5.557641359968449
152,2022-10-28 08:00:00,6.0,2.7,79.0,0.0,90.0,11.2,1028.0,2022-10-28 08:00:00,0.14,1.0699999999999998,3.6302725132555715
153,2022-10-28 09:00:00,3.6,2.3,91.0,0.0,0.0,0.0,1028.0,2022-10-28 09:00:00,0.14,1.11,3.6
154,2022-10-28 10:00:00,4.7,2.4,85.0,0.0,60.0,5.4,1029.0,2022-10-28 10:00:00,0.1,0.8,3.6048091752026483
155,2022-10-28 11:00:00,4.7,2.4,85.0,0.0,60.0,5.4,1029.0,2022-10-28 11:00:00,0.12000000000000001,0.89,3.6048091752026483
156,2022-10-28 12:00:00,3.5,2.5,93.0,0.0,0.0,0.0,1030.0,2022-10-28 12:00:00,0.05,0.45,3.5
157,2022-10-28 13:00:00,4.6,3.9,95.0,0.0,0.0,0.0,1030.0,2022-10-28 13:00:00,0.1,0.79,4.6
158,2022-10-28 14:00:00,9.9,5.3,73.0,0.0,110.0,9.4,1030.0,2022-10-28 14:00:00,0.1,0.8,8.630964601131588
159,2022-10-28 15:00:00,11.7,4.9,63.0,0.0,140.0,5.4,1030.0,2022-10-28 15:00:00,0.08,0.7,11.7
160,2022-10-28 16:00:00,11.7,4.9,63.0,0.0,140.0,5.4,1029.0,2022-10-28 16:00:00,0.03,0.23,11.7
161,2022-10-28 17:00:00,14.5,5.1,53.0,0.0,190.0,5.4,1028.0,2022-10-28 17:00:00,0.08,0.64,14.5
162,2022-10-28 18:00:00,16.0,4.5,46.0,0.0,110.0,5.4,1028.0,2022-10-28 18:00:00,0.14,1.15,16.0
163,2022-10-28 19:00:00,17.2,4.3,42.0,0.0,100.0,11.2,1027.0,2022-10-28 19:00:00,0.45999999999999996,3.66,17.2
164,2022-10-28 20:00:00,17.2,4.3,42.0,0.0,100.0,11.2,1027.0,2022-10-28 20:00:00,0.39,3.1399999999999997,17.2
165,2022-10-28 21:00:00,17.5,3.8,40.0,0.0,80.0,7.6,1027.0,2022-10-28 21:00:00,0.35,2.83,17.5
166,2022-10-28 22:00:00,16.6,4.1,43.0,0.0,90.0,5.4,1027.0,2022-10-28 22:00:00,0.32,2.55,16.6
167,2022-10-28 23:00:00,15.4,4.2,47.0,0.0,0.0,0.0,1028.0,2022-10-28 23:00:00,0.35,2.8200000000000003,15.4
168,2022-10-29 00:00:00,11.3,3.4,58.0,0.0,0.0,0.0,1028.0,2022-10-29 00:00:00,0.3,2.4699999999999998,11.3
169,2022-10-29 01:00:00,11.3,3.4,58.0,0.0,0.0,0.0,1028.0,2022-10-29 01:00:00,0.37,2.94,11.3
170,2022-10-29 02:00:00,9.3,4.1,70.0,0.0,70.0,7.6,1028.0,2022-10-29 02:00:00,0.33999999999999997,2.71,8.285314282693909
171,2022-10-29 03:00:00,7.0,4.0,81.0,0.0,40.0,5.4,1028.0,2022-10-29 03:00:00,0.31,2.4299999999999997,6.227651151389502
172,2022-10-29 04:00:00,5.6,4.6,93.0,0.0,0.0,0.0,1028.0,2022-10-29 04:00:00,0.35,2.77,5.6
173,2022-10-29 05:00:00,5.6,4.6,93.0,0.0,0.0,0.0,1028.0,2022-10-29 05:00:00,0.34,2.7199999999999998,5.6
174,2022-10-29 06:00:00,5.3,5.2,99.0,0.0,20.0,5.4,1027.0,2022-10-29 06:00:00,0.35,2.75,4.2890288211644405
175,2022-10-29 07:00:00,4.8,4.8,100.0,0.0,0.0,0.0,1027.0,2022-10-29 07:00:00,0.4,3.2199999999999998,4.8
176,2022-10-29 08:00:00,4.8,4.8,100.0,0.0,0.0,0.0,1027.0,2022-10-29 08:00:00,0.38,3.02,4.8
177,2022-10-29 09:00:00,4.0,4.0,100.0,0.0,30.0,5.4,1027.0,2022-10-29 09:00:00,0.39,3.09,2.806552921580562
178,2022-10-29 10:00:00,4.0,4.0,100.0,0.0,0.0,0.0,1027.0,2022-10-29 10:00:00,0.33999999999999997,2.7,4.0
179,2022-10-29 11:00:00,4.0,4.0,100.0,0.0,0.0,0.0,1028.0,2022-10-29 11:00:00,0.29000000000000004,2.29,4.0
180,2022-10-29 12:00:00,3.8,3.8,100.0,0.0,0.0,0.0,1028.0,2022-10-29 12:00:00,0.27,2.14,3.8
181,2022-10-29 13:00:00,4.1,4.1,100.0,0.0,0.0,0.0,1028.0,2022-10-29 13:00:00,0.31000000000000005,2.49,4.1
182,2022-10-29 14:00:00,9.7,7.5,86.0,0.0,70.0,5.4,1028.0,2022-10-29 14:00:00,0.27,2.17,9.30663955821754
183,2022-10-29 15:00:00,12.9,7.6,70.0,0.0,0.0,0.0,1027.0,2022-10-29 15:00:00,0.31,2.5,12.9
184,2022-10-29 16:00:00,12.9,7.6,70.0,0.0,0.0,0.0,1027.0,2022-10-29 16:00:00,0.32,2.59,12.9
185,2022-10-29 17:00:00,15.9,8.2,60.0,0.0,0.0,0.0,1026.0,2022-10-29 17:00:00,0.31000000000000005,2.46,15.9
186,2022-10-29 18:00:00,18.6,7.5,48.0,0.0,160.0,13.0,1025.0,2022-10-29 18:00:00,0.31,2.45,18.6
187,2022-10-29 19:00:00,19.8,7.0,43.0,0.0,140.0,11.2,1024.0,2022-10-29 19:00:00,0.3,2.4299999999999997,19.8
188,2022-10-29 20:00:00,19.8,7.0,43.0,0.0,140.0,11.2,1024.0,2022-10-29 20:00:00,0.27,2.21,19.8
189,2022-10-29 21:00:00,20.1,7.2,43.0,0.0,140.0,5.4,1024.0,2022-10-29 21:00:00,0.27,2.1500000000000004,20.1
190,2022-10-29 22:00:00,18.5,7.4,48.0,0.0,130.0,7.6,1023.0,2022-10-29 22:00:00,0.27,2.2,18.5
191,2022-10-29 23:00:00,17.1,6.7,50.0,0.0,0.0,0.0,1023.0,2022-10-29 23:00:00,0.27,2.1500000000000004,17.1
192,2022-10-30 00:00:00,13.2,6.6,64.0,0.0,80.0,7.6,1022.0,2022-10-30 00:00:00,0.27,2.14,13.2
193,2022-10-30 01:00:00,12.2,6.5,68.0,0.0,80.0,9.4,1022.0,2022-10-30 01:00:00,0.26,2.1,12.2
194,2022-10-30 02:00:00,9.6,6.0,78.0,0.0,70.0,5.4,1022.0,2022-10-30 02:00:00,0.26,2.0,9.192602950557248
